qrCode,buildingId,unitNumber,type,brandModel,status,المبنى,تاريخ أول تسجيل,تاريخ آخر زيارة,عدد الزيارات المسجلة,,,,,,,
BS-604-A-AC-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-604-A,مكيف سبليت,,,الحي التجاري,,,,,,,,,,
BS-604-A-RF-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-604-A,ثلاجة,,,الحي التجاري,,,,,,,,,,
BS-701-A-AC-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-701-A,مكيف سبليت,,,الحي التجاري,,,,,,,,,,
BS-701-A-RF-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-701-A,ثلاجة,,,الحي التجاري,,,,,,,,,,
BS-704-A-AC-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-704-A,مكيف سبليت,,,الحي التجاري,,,,,,,,,,
BS-704-A-RF-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-704-A,ثلاجة,,,الحي التجاري,,,,,,,,,,
BS-801-A-AC-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-801-A,مكيف سبليت,,,الحي التجاري,,,,,,,,,,
BS-801-A-RF-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-801-A,ثلاجة,,,الحي التجاري,,,,,,,,,,
BS-804-A-AC-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-804-A,مكيف سبليت,,,الحي التجاري,,,,,,,,,,
BS-804-A-RF-01,a967194c-ba82-46d4-b602-46b4ec973b42,BS-804-A,ثلاجة,,,الحي التجاري,,,,,,,,,,
SA-101-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-101,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-101-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-101,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-101-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-101,غسالة,,,المعتزة,,,,,,,,,,
SA-101-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-101,ثلاجة,,,المعتزة,,,,,,,,,,
SA-102-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-102,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-102-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-102,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-102-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-102,غسالة,,,المعتزة,,,,,,,,,,
SA-102-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-102,ثلاجة,,,المعتزة,,,,,,,,,,
SA-103-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-103,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-103-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-103,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-103-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-103,غسالة,,,المعتزة,,,,,,,,,,
SA-103-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-103,ثلاجة,,,المعتزة,,,,,,,,,,
SA-104-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-104,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-104-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-104,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-104-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-104,غسالة,,,المعتزة,,,,,,,,,,
SA-104-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-104,ثلاجة,,,المعتزة,,,,,,,,,,
SA-105-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-105,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-105-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-105,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-105-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-105,غسالة,,,المعتزة,,,,,,,,,,
SA-105-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-105,ثلاجة,,,المعتزة,,,,,,,,,,
SA-106-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-106,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-106-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-106,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-106-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-106,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-106-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-106,غسالة,,,المعتزة,,,,,,,,,,
SA-106-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-106,ثلاجة,,,المعتزة,,,,,,,,,,
SA-2-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-2,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-2-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-2,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-2-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-2,غسالة,,,المعتزة,,,,,,,,,,
SA-2-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-2,ثلاجة,,,المعتزة,,,,,,,,,,
SA-201-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-201,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-201-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-201,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-201-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-201,غسالة,,,المعتزة,,,,,,,,,,
SA-201-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-201,ثلاجة,,,المعتزة,,,,,,,,,,
SA-202-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-202,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-202-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-202,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-202-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-202,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-202-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-202,غسالة,,,المعتزة,,,,,,,,,,
SA-202-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-202,ثلاجة,,,المعتزة,,,,,,,,,,
SA-203-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-203,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-203-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-203,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-203-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-203,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-203-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-203,غسالة,,,المعتزة,,,,,,,,,,
SA-203-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-203,ثلاجة,,,المعتزة,,,,,,,,,,
SA-204-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-204,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-204-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-204,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-204-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-204,غسالة,,,المعتزة,,,,,,,,,,
SA-204-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-204,ثلاجة,,,المعتزة,,,,,,,,,,
SA-205-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-205,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-205-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-205,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-205-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-205,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-205-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-205,غسالة,,,المعتزة,,,,,,,,,,
SA-205-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-205,ثلاجة,,,المعتزة,,,,,,,,,,
SA-206-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-206,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-206-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-206,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-206-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-206,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-206-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-206,غسالة,,,المعتزة,,,,,,,,,,
SA-206-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-206,ثلاجة,,,المعتزة,,,,,,,,,,
SA-301-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-301,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-301-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-301,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-301-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-301,غسالة,,,المعتزة,,,,,,,,,,
SA-301-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-301,ثلاجة,,,المعتزة,,,,,,,,,,
SA-302-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-302,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-302-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-302,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-302-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-302,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-302-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-302,غسالة,,,المعتزة,,,,,,,,,,
SA-302-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-302,ثلاجة,,,المعتزة,,,,,,,,,,
SA-303-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-303,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-303-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-303,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-303-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-303,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-303-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-303,غسالة,,,المعتزة,,,,,,,,,,
SA-303-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-303,ثلاجة,,,المعتزة,,,,,,,,,,
SA-304-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-304,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-304-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-304,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-304-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-304,غسالة,,,المعتزة,,,,,,,,,,
SA-304-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-304,ثلاجة,,,المعتزة,,,,,,,,,,
SA-305-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-305,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-305-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-305,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-305-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-305,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-305-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-305,غسالة,,,المعتزة,,,,,,,,,,
SA-305-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-305,ثلاجة,,,المعتزة,,,,,,,,,,
SA-306-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-306,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-306-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-306,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-306-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-306,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-306-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-306,غسالة,,,المعتزة,,,,,,,,,,
SA-306-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-306,ثلاجة,,,المعتزة,,,,,,,,,,
SA-401-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-401,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-401-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-401,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-401-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-401,غسالة,,,المعتزة,,,,,,,,,,
SA-401-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-401,ثلاجة,,,المعتزة,,,,,,,,,,
SA-402-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-402,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-402-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-402,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-402-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-402,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-402-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-402,غسالة,,,المعتزة,,,,,,,,,,
SA-402-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-402,ثلاجة,,,المعتزة,,,,,,,,,,
SA-403-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-403,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-403-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-403,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-403-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-403,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-403-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-403,غسالة,,,المعتزة,,,,,,,,,,
SA-403-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-403,ثلاجة,,,المعتزة,,,,,,,,,,
SA-404-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-404,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-404-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-404,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-404-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-404,غسالة,,,المعتزة,,,,,,,,,,
SA-404-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-404,ثلاجة,,,المعتزة,,,,,,,,,,
SA-405-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-405,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-405-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-405,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-405-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-405,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-405-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-405,غسالة,,,المعتزة,,,,,,,,,,
SA-405-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-405,ثلاجة,,,المعتزة,,,,,,,,,,
SA-406-AC-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-406,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-406-AC-02,9e1babbf-7d50-449d-a9db-626969164ea2,SA-406,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-406-AC-03,9e1babbf-7d50-449d-a9db-626969164ea2,SA-406,مكيف سبليت,,,المعتزة,,,,,,,,,,
SA-406-WM-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-406,غسالة,,,المعتزة,,,,,,,,,,
SA-406-RF-01,9e1babbf-7d50-449d-a9db-626969164ea2,SA-406,ثلاجة,,,المعتزة,,,,,,,,,,
HS-121-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-121-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-121-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-121-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-121-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-121-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,غسالة,,,الحصيلة,,,,,,,,,,
HS-121-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-121,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-122-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-122-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-122-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-122-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-122-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-122-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,غسالة,,,الحصيلة,,,,,,,,,,
HS-122-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-122,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-123-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-123-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-123-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-123-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-123-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-123-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,غسالة,,,الحصيلة,,,,,,,,,,
HS-123-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-123,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-124-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-124,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-124-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-124,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-124-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-124,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-124-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-124,غسالة,,,الحصيلة,,,,,,,,,,
HS-124-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-124,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-125-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-125-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-125-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-125-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-125-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-125-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,غسالة,,,الحصيلة,,,,,,,,,,
HS-125-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-125,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-126-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-126-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-126-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-126-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-126-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-126-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,غسالة,,,الحصيلة,,,,,,,,,,
HS-126-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-126,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-127-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-127-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-127-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-127-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-127-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-127-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,غسالة,,,الحصيلة,,,,,,,,,,
HS-127-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-127,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-128-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-128-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-128-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-128-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-128-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-128-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,غسالة,,,الحصيلة,,,,,,,,,,
HS-128-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-128,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-221-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-221-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-221-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-221-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-221-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-221-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,غسالة,,,الحصيلة,,,,,,,,,,
HS-221-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-221,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-222-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-222-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-222-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-222-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-222-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-222-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,غسالة,,,الحصيلة,,,,,,,,,,
HS-222-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-222,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-223-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-223-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-223-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-223-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-223-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-223-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,غسالة,,,الحصيلة,,,,,,,,,,
HS-223-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-223,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-224-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-224-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-224-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-224-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-224-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-224-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,غسالة,,,الحصيلة,,,,,,,,,,
HS-224-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-224,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-225-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,مكيف سبليت,,,الحصيلة,,,,,,,,,,
