building_id,netsuite_id,unit_name,Location,unit_type
73ac3372-31fd-4adc-8da4-f96fc65674ba,10524,HS-03,الادارة العامة نسائم صلالة : الحصيلة-26,ONE_BEDROOM
73ac3372-31fd-4adc-8da4-f96fc65674ba,10258,HS-02,الادارة العامة نسائم صلالة : الحصيلة-26,ONE_BEDROOM
73ac3372-31fd-4adc-8da4-f96fc65674ba,10252,HS-01,الادارة العامة نسائم صلالة : الحصيلة-26,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6747,BS-804-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6749,BS-804-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6746,BS-803,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6745,BS-802,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6744,BS-801-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6743,BS-801-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6742,BS-704-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6741,BS-704-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6740,BS-703,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6739,BS-702,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6748,BS-701-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6738,BS-701-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6764,BS-604-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6763,BS-604-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6762,BS-603,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6761,BS-602,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6760,BS-601-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6759,BS-601-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6758,BS-504-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6757,BS-504-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6737,BS-503,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6736,BS-502,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6735,BS-501-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6734,BS-501-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6733,BS-404-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6732,BS-404-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6756,BS-403,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6731,BS-402,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6730,BS-401-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6729,BS-401-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6728,BS-304-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6727,BS-304-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6726,BS-303,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6725,BS-302,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6724,BS-301-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6755,BS-301-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6754,BS-204-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6840,BS-204-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6753,BS-203,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6723,BS-202,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6722,BS-201-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6721,BS-201-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6720,BS-104-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6719,BS-104-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6718,BS-103,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6715,BS-102,الادارة العامة نسائم صلالة : 10-الحي التجاري,TWO_BEDROOM
a967194c-ba82-46d4-b602-46b4ec973b42,6713,BS-101-B,الادارة العامة نسائم صلالة : 10-الحي التجاري,STUDIO
a967194c-ba82-46d4-b602-46b4ec973b42,6714,BS-101-A,الادارة العامة نسائم صلالة : 10-الحي التجاري,ONE_BEDROOM
